#"Step","Potential Energy (kJ/mole)","Temperature (K)"
10,952.1084594726562,1.9204072150571507
20,954.2110595703125,3.4291911431325497
30,956.13525390625,5.448085992011601
40,959.0433349609375,6.9983843672909805
50,960.671142578125,8.513275556012355
60,962.1596069335938,10.32298397929646
70,963.0965576171875,12.764674746530343
80,965.8077392578125,13.996793176357635
90,966.0977172851562,16.084426202939696
100,968.5158081054688,17.111002908598184
110,970.88916015625,16.22256601365993
120,973.6658935546875,17.381502019033846
130,974.684814453125,19.966407346968154
140,976.21826171875,22.45614687901554
150,977.6573486328125,23.278954460589464
160,980.4083251953125,22.980587740791513
170,979.70068359375,25.24588897666787
180,982.517822265625,22.249414716597773
190,983.6258544921875,23.16093938418589
200,985.6405029296875,24.768625184674793
210,985.7156982421875,28.39841973423766
220,988.6864013671875,30.576424473210114
230,991.2806396484375,29.837458637588085
240,990.3001708984375,32.954093671361726
250,992.234375,33.157875215410634
260,994.9730834960938,34.25436316449817
270,992.67236328125,39.24542639269543
280,995.5478515625,37.544420048638415
290,994.6429443359375,40.320377398917074
300,998.8153686523438,38.89203363191392
310,999.2945556640625,42.40991024098991
320,1004.3890991210938,39.52887096888093
330,1001.6773681640625,43.67739767533193
340,1008.2996826171875,43.34169326040158
350,1009.4281005859375,44.81710726361788
360,1013.3203125,43.74868812745084
370,1011.01220703125,48.79317778987779
380,1012.3912963867188,50.31082516727238
390,1014.6226196289062,50.171346949043034
400,1014.335205078125,53.76056530273387
410,1015.23974609375,54.79765266250523
420,1020.2806396484375,55.505755564142056
430,1021.905517578125,57.86448928373186
440,1026.61083984375,58.46736465765414
450,1025.434814453125,62.813588023080015
460,1024.5828857421875,62.973110373059676
470,1021.1907958984375,67.07199358879701
480,1022.4059448242188,68.74249204028624
490,1031.8167724609375,66.86119940339103
500,1027.5931396484375,68.45124288551953
510,1030.34033203125,70.80427779371313
520,1035.641845703125,69.69047247318625
530,1041.1348876953125,69.94013247469991
540,1041.400390625,71.0379083312032
550,1051.057373046875,67.6636979606169
560,1049.4140625,70.2982512906475
570,1049.771484375,72.82567791051234
580,1048.041748046875,75.57634747002321
590,1051.8818359375,79.12939395491496
600,1062.559326171875,74.36205777156134
610,1058.8912353515625,79.73577852738484
620,1054.2259521484375,87.90221056375064
630,1068.4317626953125,74.74663090604501
640,1067.549560546875,80.13514835299621
650,1064.2750244140625,83.99498425984007
660,1056.210205078125,91.40348902765521
