#"Step","Potential Energy (kJ/mole)","Temperature (K)"
10,1112.1754150390625,1.9527692917051573
20,1113.9947509765625,4.141457395703321
30,1115.649658203125,5.4394882254970325
40,1116.2327880859375,7.28064647144185
50,1118.95849609375,7.605932131185504
60,1120.46240234375,9.17453430627701
70,1122.9278564453125,9.41637919316359
80,1122.113525390625,11.716503585313092
90,1124.789794921875,13.664326266303485
100,1127.8807373046875,14.894331268453032
110,1129.050048828125,15.539882639321034
120,1128.67236328125,19.48873736557464
130,1130.776611328125,20.94497676785668
140,1132.83349609375,21.083396366074705
150,1134.135986328125,24.32193022217929
160,1136.34912109375,26.040936580622176
170,1136.873046875,28.587059504884788
180,1143.71142578125,24.631087672585437
190,1139.53955078125,31.0082934105493
200,1146.792236328125,26.969639716255482
210,1142.4962158203125,32.376310694696144
220,1146.57861328125,32.571584371925205
230,1146.7593994140625,34.49335727971573
240,1147.2938232421875,36.21293546922622
250,1149.2855224609375,37.222031542518145
260,1153.340087890625,34.50911446298952
270,1149.2509765625,40.266986787314764
280,1154.060546875,38.1856826684512
290,1156.9859619140625,37.68970583154451
300,1158.2548828125,42.28880454634855
310,1159.7427978515625,43.66034613185008
320,1163.667236328125,41.48169757019026
330,1167.58837890625,44.40022991625279
340,1166.74169921875,47.21984178850996
350,1167.9840087890625,50.262333496481915
360,1168.2681884765625,53.87977702272969
370,1172.4609375,53.789182481267666
380,1175.4478759765625,54.561444010649105
390,1173.1187744140625,58.90588466572974
400,1178.393310546875,52.76228192055406
410,1178.99560546875,55.478298961574374
420,1182.9827880859375,53.99520369187089
430,1180.5028076171875,60.14530104004472
440,1174.423095703125,65.67455562865104
450,1180.6312255859375,63.679393325828244
460,1189.488037109375,60.299652792426016
470,1179.8922119140625,70.20907754636721
480,1191.2889404296875,64.49498103978597
490,1198.2254638671875,61.44768883796473
500,1195.3798828125,67.31605145531097
510,1191.462890625,73.93265160074971
520,1199.3465576171875,69.24124464979872
530,1196.83203125,71.22571638414391
540,1194.763671875,72.72900855705186
550,1196.4052734375,73.66362950729093
560,1195.872802734375,75.28381560176332
570,1188.6396484375,84.22731851133332
580,1201.437255859375,78.04264196344069
590,1200.121826171875,80.75093606887407
600,1194.771484375,88.61977882519773
610,1203.95849609375,80.82669877146961
620,1203.1490478515625,83.15639265645979
630,1212.480224609375,77.7690539552937
640,1202.8505859375,85.76418283703777
650,1193.8583984375,94.34812501830011
660,1201.119384765625,93.11999398642294
670,1201.188720703125,98.296474731581
680,1207.26806640625,98.17128418349016
690,1215.6175537109375,94.7164546567178
700,1220.530029296875,93.34445919528875
710,1219.83447265625,95.00484924961141
720,1221.14404296875,97.1893496994083
730,1230.435302734375,92.6746569485153
740,1221.755859375,99.26363205671858
750,1228.6494140625,96.46128597877747
760,1213.154052734375,112.3032299772221
770,1217.7894287109375,109.09065495583886
780,1213.886962890625,113.28446097390392
790,1212.650146484375,114.82492771042881
800,1209.708740234375,117.15748920516207
810,1219.060546875,113.03180524896374
820,1232.427978515625,104.29340199748027
830,1236.4322509765625,101.28281063392217
840,1236.2852783203125,103.19489465095386
850,1245.231689453125,97.73189223422547
