#"Step","Potential Energy (kJ/mole)","Temperature (K)"
10,699.0689697265625,2.4775357209174027
20,701.0079345703125,3.5128290048219775
30,702.3305053710938,5.304668207758326
40,704.365478515625,6.229170207658263
50,706.7868041992188,7.10644516879122
60,707.1912231445312,9.437773547874393
70,709.366943359375,10.486997909036013
80,710.6222534179688,11.29929860762787
90,711.3672485351562,12.840082655793601
100,714.8209228515625,12.246839240560563
110,714.2813720703125,14.380951153617062
120,715.5526733398438,16.37712230494196
130,717.2642211914062,17.449404287344684
140,718.9971923828125,19.099720658451357
150,720.3580322265625,21.9969329574146
160,723.9977416992188,23.080903559844703
170,726.668212890625,24.412666276991636
180,727.1610107421875,25.72921247475757
190,728.74755859375,29.01009410018949
200,732.803955078125,31.743616422059624
210,735.2051391601562,33.65836705047819
220,735.44970703125,37.2083138587858
230,734.7387084960938,37.838401102758596
240,740.539306640625,36.07970446568965
250,742.5997924804688,37.42376180099975
260,743.256103515625,40.64791296497663
270,746.078857421875,42.23658931444595
280,749.7776489257812,40.36485591392245
290,749.8280029296875,42.91688556027602
300,753.8827514648438,41.244933956873496
310,754.9849243164062,45.72892440864044
320,752.3786010742188,48.53569257038493
330,756.0897827148438,49.660922903896235
340,760.0222778320312,48.26078872566594
350,762.499755859375,51.018366937365585
360,759.4577026367188,55.384388360449506
370,765.3670043945312,55.06596050411861
380,769.0838623046875,54.75726617309779
390,772.9729614257812,57.360640185980095
400,765.2250366210938,65.7479307687126
410,773.0628051757812,62.42707523271739
420,770.8355712890625,69.48080237458112
430,777.026611328125,66.64779154974546
440,767.6503295898438,75.27118276521642
450,781.0510864257812,68.8690152621823
460,791.7783203125,63.584130912277146
470,786.5421752929688,70.8065483788425
480,787.4268188476562,72.97364733741145
490,797.6052856445312,71.73968744430276
500,799.55322265625,71.09347740409576
510,790.1898193359375,82.40801389446814
520,804.44580078125,73.26134504501509
530,792.9556884765625,85.0560307223599
540,794.2612915039062,83.07167368919906
550,791.4932861328125,87.76121856089516
560,802.034912109375,81.94364549160262
570,800.676513671875,85.19819225350592
580,808.6196899414062,85.04868093488714
590,803.5257568359375,86.66330801224201
600,813.28271484375,81.05586263906255
610,805.555419921875,85.49662448469289
620,803.0455322265625,89.7280699534663
630,806.204833984375,87.6360366185589
640,806.7374877929688,87.63820051417675
650,802.392333984375,92.0362168510002
660,803.97314453125,91.15825902236925
670,814.2411499023438,88.60387946027504
680,825.056884765625,81.7717466799483
690,819.7282104492188,86.80364597777474
700,817.7183227539062,91.20309219040728
710,825.6845703125,86.43575456571268
720,818.9061279296875,94.67246024930552
730,819.7052612304688,95.98949002978807
740,823.2222290039062,93.5851480275978
750,816.492431640625,98.17261767096151
760,815.8301391601562,100.22239224536062
770,811.8106689453125,102.34726238524078
780,814.395751953125,100.80215449814968
790,821.8674926757812,91.19731064359556
800,810.6361694335938,99.51139960773556
810,828.8831787109375,87.69425137199077
820,824.8764038085938,90.87016719610908
830,823.2025756835938,92.17189204881421
840,823.4122314453125,94.71967678814664
850,826.3143920898438,95.08029845155475
860,819.03857421875,104.84775499077466
870,820.1038208007812,109.44541205818538
880,810.3868408203125,115.87793243646965
890,819.864501953125,112.03748630969508
900,824.5652465820312,107.36244933760653
910,825.5556030273438,108.51620353723584
920,830.3744506835938,102.69984474549804
930,839.0467529296875,97.60125312547314
940,835.691162109375,100.44333728921468
950,832.069091796875,108.04283596261652
960,845.9010009765625,97.20581833638511
970,834.5680541992188,108.53542969805632
980,828.9441528320312,118.318650558032
990,839.2399291992188,114.05909641403419
1000,827.962158203125,123.59225145211212
1010,836.3397216796875,121.84024293388534
1020,843.84423828125,116.5153253935175
1030,850.596435546875,111.83485795234857
1040,848.4443359375,116.40065692101518
1050,836.1511840820312,122.52403616119216
1060,823.7887573242188,132.07626859975193
1070,848.8140869140625,111.15837957099872
1080,826.4176025390625,130.63460550748115
1090,840.4921875,124.34210771759153
1100,851.9556884765625,115.6500554619658
1110,838.0700073242188,126.31839799964212
1120,853.3489379882812,116.92327746372706
1130,845.3465576171875,122.20975402212025
1140,846.6702270507812,121.65542221407328
1150,843.9654541015625,127.04224493892124
1160,850.6798095703125,123.66058037209902
1170,845.2326049804688,135.82927462129857
1180,872.8760375976562,116.10642727114771
1190,853.2798461914062,134.64491538599214
1200,878.9650268554688,118.06993569606603
1210,855.6341552734375,131.19281698828732
1220,859.903076171875,131.00393118637768
1230,850.6903076171875,140.62302943244168
1240,881.2813110351562,120.05788591100384
1250,860.0247802734375,139.31678522059613
1260,884.781982421875,126.11343797470684
1270,888.6993408203125,120.18420167097293
1280,862.6119384765625,137.91457689964494
1290,868.54443359375,137.67038750043628
